"iduser";"pseudo";"idtrack";"nametrack";"note"
264;Davy3;"4zHa39io9pjsiAE6LwM2NH";Reminder;18
48;Nathan;"2fFugjVgTebEwW7ZnEh7zZ";Opérationnel;19
187;Dylan2;"00X2yv2vrtritPt2CZnUTZ";Bené;15
241;Mathieu2;"0qRQNz5OVUz83pddorkpna";Bob Marley;13
440;Adam3;"675MCAUxVecK0WI2ypznFE";Dans ma tête;4
173;Lenoir;"1oPtFcgkyWAXIyK0N4XjMP";P2 interlude;4
28;Bruno;"1DVgepjQjFsdAO94zvvwgQ";Outy When I Drive/Blamed (feat. Rich The Kid, Yella Beezy & Sage The Gemini);13
128;Alexandre4;"4cj9dhfsdN71e2gBgCP8Ho";Escorte;14
182;Simon5;"0mKGwFMHzTprtS2vpR3b6s";COZY;17
329;Robin;"3A56JH6cQxacCZwTsptBzI";I WISH;6
308;Hugo6;"0PZ04XgQ14FmKZBg3Gxlhr";Radio;17
45;Guy;"6Lh85Pe18pqvNdDoWgTVUC";Blue Christmas;9
358;Adam2;"5KePysfBCzQ00Gjlv2IRSZ";À moitié;6
462;Fabrice3;"6VVPsjRq4URZqpdeEIjDkO";Vie sur nous;6
196;Lucie2;"4Fuux316p37H1uc2AX3cfQ";Come back;3
361;Alexandra2;"4h5m6VrCEHBW5yU8Eye5Fr";Naked;4
444;Lorenzo4;"1EWKkEW5hcAjtPfwO5un30";Frosty The Snowman;16
347;Clémence;"6HLGAu5MIVT4ijbXEFR8Tt";ALL IN;16
87;Baptiste;"16aW2zHbbpDDoSy0HCA8xc";Leaving Home Ain't Easy - Remastered 2011;6
128;Alexandre4;"5rg7mStkBrOW5yaZA2ZImb";Désolé;13
145;Nicolas3;"2fvvHa0E7h3NvzvlFvF2IP";REMET;13
417;Adrien7;"0oC391Ne2RczjcSBYZahPY";Stolen Car;9
188;Guillaume;"0DqB0krqMW7CixsyHTcMyN";WEEKEND;11
389;Émile2;"0lxHZrje3QedvuH4YwI1cu";Balmain;7
475;Adam4;"1ZWYbBV6LLPZukKT9bbCW9";Askim;9
406;Villain;"3bNNvJA7hsGw0wSpGkfOBm";Too Sad to Dance;4
147;Diego2;"1Hzh01woNIZR6PUm9633rs";A.06;5
103;Yohan2;"469hCnSlmnswVmvuMQ1cMD";Gone Daddy Gone;14
250;Léonie;"04NLVvskT61Zh6SODtr6ZP";Sport Billy;10
210;Alexandre6;"1ItdTDx23yt7tIJOZv5iLQ";One Of Us;3
487;Malo8;"5HJiNvg6s7ovq5kPrztHKp";If You Can't Beat Them - Remastered 2011;11
232;Noë3;"3mqq0Z92V15UZX4veTK1C3";"60 années";14
306;Romain3;"1Hzh01woNIZR6PUm9633rs";A.06;12
399;Adrien6;"4QKkeoqjNcqBZDDuDJOhZ6";Sur nos lèvres - 2023 Remaster;2
468;Simon9;"4VpmtsVKIRfNlmrtaEnrQi";À peu près;15
5;Adrian;"3rzJq3vzLEytmK85c4oO3H";Haut Et Bas;20
57;Boutin;"5BgC5vVuhfWHHawbcXRr7h";Let It Snow! Let It Snow! Let It Snow!;10
419;Félix7;"4hLltvhQoWhksAFxBJ2Iwy";THÉMISTOCLE;0
457;Florentin4;"1ELMCVbADOtZj8tYdS01nI";Kiss Me;13
278;Jordan4;"37elS4BnxlVk2Ow5ig3LO9";Bébéboa;11
421;Robin4;"6Y46tOTRhkBamosyuWa6YX";LA FAMA;8
289;Guillaume3;"5zfDZCWfCSUFb42rvtdivT";Somebody Wrong Is Looking Right;1
394;Florentin3;"60OGyqDpvWUFtoj2mRj4aI";Let It Snow! Let It Snow! Let It Snow!;4
500;Gabin4;"4AWwa8me7EnMp6xCXnRTWo";Rock My Body (with INNA & Sash!);0
212;Kyllian;"0hqBTo8nfxlZFnwfCDro82";Les mains faites pour l'or;16
142;Alicia;"5GlBhmTkuOpSQQu351lQRM";Hold Me;12
60;Nolan;"6HSO0pV9ky6eHdUpXpTMQj";Zéro paluche (feat. Tito);2
28;Bruno;"0UVQvWpg6Z5GShtGrvZkxE";Bagarre;0
328;Benjamin3;"7DNQmaf0bK4ob1UwxE2bOb";Parano (feat. L'Allemand);13
232;Noë3;"0bCnvkP7PYCJV64sQLl5mm";Borderline;11
43;Léonard;"4a3D8glGZxhlJfOs1Czc3c";About Damn Time;2
431;Bastien5;"1Hzh01woNIZR6PUm9633rs";A.06;9
284;Dupont2;"4jikdppXkmmK7t0McezRY2";Nous;15
87;Baptiste;"5sjXppkQyRPbC8IcMW92QX";Get down;10
80;Anna;"2MI4Tuz8sSGulHj0TrAZuO";Militaire;12
425;Mohamed;"6K1AY2BGLVX1ukpwVh9Wal";Rock My Body (with Sash!) - Hüman Remix;3
192;Adrien3;"5yTqY9rbuv1M6YAVxmKPVn";Mon ame;12
45;Guy;"45TRskgxYh4OT7XAXNJwPh";MAMMAMIA;14
478;Tristan4;"4xoABV9Y1pxdWdDUGWkdXW";AMBITION;18
52;Renaud;"47943Aik61zf7eOxsX69LY";Paradoxe;19
253;Théo2;"5BgC5vVuhfWHHawbcXRr7h";Let It Snow! Let It Snow! Let It Snow!;18
396;Zacharis3;"5qPGi9p8VqcizfdgWxtmLt";Lovers in Japan;19
141;Rémi;"1ZBvge05tF5ZMkvpbdl658";Mayday;9
395;Antonin3;"518WSZp7rWMGLygXaSo63g";On s'en va;0
332;Amaury3;"36u2CjbBkx2lXuDOvQ91wC";Niya / Time (feat. Jey Brownie);11
327;Mathéo5;"2Da5psDjUOUPPOCNkmTgSb";On My Love - Nightcore Remix;5
77;Mathéo2;"1GQ0mfEsDH53do3fpaJHWa";Tout ira mieux;14
251;Mael4;"1VkyIaEfLC04AQ4NnfsB5t";Tout reste à faire - 2023 Remaster;2
56;Valentine;"77sPeNPRGmp1pEY2E0sFIw";Veni qui;11
156;Thomas;"4RIMKocjFElU4hJE1LXkxA";Douce France;9
245;Jordan2;"0z0izoGFPCoPJKFi41azyb";Ε. Signaler;4
79;Moreno2;"1l64AoKL9zSK2VzcYIw9Nz";Hold Me Alive;6
117;Simon2;"1jKmEVqK5djSF2hEi9K7rS";La vie de rêve;19
131;Pierre2;"66uuqBvgblsHdq25m1pTqr";Artiste;8
124;Roméo;"7A43EM6GnRnq0aWYRVzS4H";Far;1
21;Élouan;"7318Kbgju22KiL3mguVwuU";Louisa;0
357;Malo5;"4fMhlClozdsGQWo5keLPvb";Que Sera - 2019 Remaster;4
6;Victor;"1DSwFkEe28GSFmdIK92OFX";Vega;10
409;Rémi4;"2qyeAiFswWB2PmYhdeObTP";Love The Hell Out Of You;20
285;Alexis5;"4qS8bEuJLCOjHpTt2Xf4KJ";Tu l'as fait pour elle;7
486;Guillaume5;"3zkyus0njMCL6phZmNNEeN";LET GO;9
480;Alexandre0;"4JpoGKkn8npp26ZPIW1cmQ";Bénéfice net;11
370;Léon2;"5gUXB6Jt3HQJFMRffLIt4J";Infinita Tristeza;6
317;Guillaume4;"34d7sGX6WUqq8f04e7CSNF";Marsh;5
57;Boutin;"216QmkNpU3hIjeZtGocb9B";On sait jamais (feat. Niska);20
5;Adrian;"4m8YqoUZLToSUjpNmb7m5X";Anya Mmiri;3
263;Léa2;"6Foc6IMIH8PgdUYgJcGtxG";Beleck;18
319;Thomas4;"5EbsCDXjzmwtHm70q87VHt";Abcdefg;8
28;Bruno;"2rjv9fXzpZDbB6lEeIoB3l";rodeo dr;14
189;Baptiste2;"6HnkHikybR6RLOq4xjuw6K";Oui ou non;4
490;Clément5;"0mbp865lIuiqKQRSD4tASg";Somebody Told Me - Remastered Version;14
294;Gabin3;"5VGEgFZfWBoEOGb3Vlo3rU";Tangerine;14
269;Quentin4;"7BVwi9cIzSc6tpyxsp47vJ";Mess Is Mine;8
408;Timothée4;"4HHNixcPwdhV86AMk9A9x0";Billet d'20;14
385;Malo7;"3OCQ5ybKASY4EIb4i9hsd7";Dead On Time - Remastered 2011;11
281;Florentin2;"4EFkSxlJTL4c4wIgtJf8ih";"800K";10
144;Clément;"1fahYeiVppP5l7u4qAofUx";Rescue Me;9
152;Noë2;"6UpuOy5AFhLa1W3V7gl6J2";Rudolph The Red-Nosed Reindeer;14
119;Nicolas2;"27TfEElo4avYcc2OgcknIi";Forgiveless (feat. Ol' Dirty Bastard);0
444;Lorenzo4;"1WopKLOG4Kud0H1r3xrCfT";Public Service Announcement 2000;18
199;Hugo4;"5GPEq7K89tvCnmwD86KeLH";En pétard;13
445;Gabriel4;"2eFTpviiKlcuVhZPGiG585";ADN;3
16;Arthur;"1odExI7RdWc4BT515LTAwj";Daylight;2
433;Romain5;"0pN9C2JslTAE8Cn4EATExg";Please;15
274;Cousin;"4SlXWEtT9mFIqe6AJXJ1nk";Papito;13
469;Dylan3;"6qafT8M62VO0XniWwGVvNM";Allo;14
87;Baptiste;"7fItq8fcHDkZRUWUATwnol";Allo maman;11
456;Davy7;"2q2tG7xR37PNyqrXqooemZ";Coeur De Pirate;0
273;Kylian5;"4MKLEGlbjQrjD9klo60wfe";Normal;12
196;Lucie2;"2VGGQdroduj4dIMGPsBzDG";THIS YEAR (Blessings);3
51;Léon;"1D4uIvC3NJONLIeaadicne";Dernière fois;9
385;Malo7;"0lvhPCeEKK1aF6tS52bgRd";CDGLAXJFKHNDATH;3
420;Élouan4;"5XFWk5Oxv9lCNm0HsyOWmZ";SANS ARRÊT;6
489;Tatiana;"3AT9Y0CsbdDpaSxlUPpaof";Somnambule;10
14;Kilian;"1N4sBTBN3jCKBveHHSZRcH";SANS ARRÊT;12
281;Florentin2;"25iWrs0J2F9hqUJV8tnNxP";Gana (feat. Hatim Ammor);7
480;Alexandre0;"2MllniwX8DMbonU923J9vu";En temps réel;10
33;Alexis;"3Rdv2PAGu7QVgFTL9pWxat";Train de vie;1
420;Élouan4;"21gw72NVkda2IFSyPipqK7";Secret Life;0
80;Anna;"3Te7naWlkv4jnBqHZp8Md8";Sans la pluie;13
257;Aaron4;"4ai70kw4ToHz51iKd7VHA9";Facile;16
182;Simon5;"40YbWniIEmqy6s58fYXLUh";Never Love Again;12
29;Maxence;"2urNDG0UgnGIYw50nVL0fs";Nana;2
485;Jérémy2;"3NzxPt9QFCTsFBQ0wPVTDe";Galactic;17
216;Lafon;"4cW0FXhN81yZ6YHVmFnsyG";"25 G";17
483;Poulain3;"5YlJIxE6hsr5x7avxnjq8g";Jamais;12
37;Julien;"3IS0tPKRymmP8GwXeuLNn2";Fading;14
76;Boyer2;"1rHGit66Qhs5JL3FjaNYsW";They Want It, But No;19
345;Martin5;"22skzmqfdWrjJylampe0kt";Can't Hold Us (feat. Ray Dalton);16
251;Mael4;"2jw48FLqEX4mzSWP6PDRJa";Je m'en fous de tout;4
472;Adrian4;"0Pd4lsvSDPkcNCxbcz0UeV";Drummer Boy;7
167;Florian2;"43eoqH9CIZqy7VXLnwwMnu";Daddy;14
384;Lorenzo3;"3xdHdSyB0ImMChNHKkPaVI";Sécu;20
219;Paul;"0XuKHq5oV6X4QKN0aEcB3V";Bogey Music - Remastered 2011;7
210;Alexandre6;"0lqbeYBf3b3DQEageCXThv";BomBom (feat. The Teaching);15
203;Lily;"0WLIxTsnmXQxNd1Qhn0SKX";BOXE INTERLUDE;5
320;Alexandre8;"30SD3SS7YIUJictSS7pBbD";Interlude;11
398;Delattre;"19478RhU7tV6UkD8sWcxo7";My Kind of Man;18
55;Félix2;"2MQuAyJthNIHzSLNGR3WMm";Même pas un grincement;20
80;Anna;"32fDz5sQmtuqukL5sYi4Yk";Best That I Can;9
112;Vincent;"4zNegI08Ey41oFdfaiZinq";Casseurs Flowters Infinity;2
174;Clément2;"3sro7j7pDMNquQEQHKa2xR";Mercredi;4
484;Gabriel5;"4NqkE7kRUvMDEdcqD96EDO";Used (feat. Don Toliver);7
386;Ethan4;"3mXiiDURmE5ieq3P6os0AT";Le Moine;4
7;Lilian;"40DD3lGA9Xkp4InlWyqT9z";TELL ME WHY;8
349;Thibault3;"0LsBHJ36nBv7LZRGYCzVhp";V&V;2
79;Moreno2;"6zfsP1aObOexGbp0M7PLDd";Avant - Session rue Boyer;4
24;Mael;"3H398hWCL0DCKJHNQmURPP";Santa Monica;8
222;Guillaume2;"4Dak9h5G9G2zY7dH915umc";Nuages;6
394;Florentin3;"4SDyf7HwApQDgUlRhEtmq1";Where Ya Wanna Go;19
239;Malo2;"27eOHLIdWzqzZawiRSEi9s";Ricky Ticky Toc;17
474;Kevin4;"62w3djsCFX85c5V6qfsI7Y";Avant tu riais;15
87;Baptiste;"7qrKyhcIji69UApciuGPqS";DJ;9
340;Marc2;"3SRxzK6nZjpJDu35iyD9KY";Remember My Love (feat. Tia Tia);12
99;Jérémy;"6dPhkDBbevS2KXyZlytNiu";Solo (feat. Tayc);11
387;Prevost2;"17xFcSuciJ9O10WqDERQep";Summerboy;12
149;Martin3;"0Gb6pfKdfoQ17jUqx1Yohc";Wildcard;12
214;Théo;"4y7wmBHkbyAiyeRyOuf0h6";Droit au but;5
381;Kyllian5;"4hhaVglvtg2liPKDtLa8Kq";MONT FLEURY (BÉDAVE);20
250;Léonie;"2XlLHcTNLBkxqCdKasBrRM";Bobo au cœur;4
193;Pierre3;"1hajKsxwR7PsEC3YH6KO1L";SAOULÉ;1
409;Rémi4;"5erCjv5ssr70ANHU25vZTl";You Should Be With Me;19
114;Noah;"2AdMi0ejDmHTty03H7kwsP";Sweet Little Sixteen - Take 11;17
472;Adrian4;"1ItdTDx23yt7tIJOZv5iLQ";One Of Us;19
61;Esteban;"6LRl4EPstQ6LyJmsltZoza";RUNNING;11
199;Hugo4;"1rIh1LMNXePhDx9kkFDE5S";Somewhere I Belong - Live In Nottingham 2003;15
378;Dorian5;"7c6vMsLCd1O9vOlLFd8Ezz";Is This The World We Created...? - Live In Rio / January 1985;19
68;Samuel;"14dBJOQG3mNCZK4m7i684L";Gros vendeurs;3
43;Léonard;"4ml7hnH3FtGeUDMhzVmnrj";Tel Me;6
493;Yanis2;"0rquiImeWDHVhI47YljQKq";On s'emballe;11
81;Kilian2;"4vlD2vrQTJsAstJxNVKgOs";Lafayette;20
133;Timéo2;"2OggiWqL8exckT6kOrcDuA";Joy to the World;19
210;Alexandre6;"5AGS8VxsLyHQOWz0ZTuwIN";How I'm Feeling Now;3
95;Luna;"5QWM2PJaCxJcVgxDVzsBef";Assez;0
343;Gabriel3;"5KWMaxl1jxM761jsVNIXtE";Sacré Bordel;9
177;Yohan3;"1C9z14iJJy8MELHVfCjzlz";"10KG";10
336;Martin4;"3wSdpAUYB0UuNekEcDdnjN";Dragovic;0
216;Lafon;"5Ao75SAxdvrdnzZqgmicFG";Monaco;14
157;Gilbert2;"3s8NidGSdlCbPwxuTBoLdR";Slowdown;7
199;Hugo4;"3CcU2RBS7VSxHYxxUAART8";Tata;9
491;Justine2;"3qxtROMKxd8vTQyD6l4umd";VOITURE SPORTIVE;12
246;Mehdi2;"2u4oM35YTrq8dqgNeA6IRn";J'connais;5
114;Noah;"4xkOaSrkexMciUUogZKVTS";Till I Collapse;14
26;Erwan;"48UfgYLSZzz7bELZvo6Bne";Tes Questions;5
479;Kilian7;"0EzNyXyU7gHzj2TN8qYThj";Bolide allemand;1
369;Roméo5;"4NoOME4Dhf4xgxbHDT7VGe";X SI VOLVEMOS;2
46;Malo;"2t3Z2xxL6gjECHxrRkTLMN";DP sur le maillot;10
460;Grégory4;"1ZIZuy7evPnCBA1PutAgsJ";Fille perdue;18
285;Alexis5;"0Jh6iWjna1wk5le0Ahn7No";La vie qu'on mène;11
439;Maxime4;"6GOAVfHyWwWPh2uavwzL7o";Million;18
436;Kilian6;"3nR6ytbSKOF4NxsgqrYG9u";SUBLIME;19
96;Amélie;"2cYkaveg5t1zTwcD1rQkkR";Faut s'enfuir;10
15;Cédric;"6x1I3zQyA5cUCsxPrGHHrP";Already Gone;13
23;Davy2;"1A6zTrzjh0w1rFyDqhxww6";Hold Me;18
455;Bourgeois3;"4TdKWdXDQlxzt8UPPIGT1i";Soza;4
304;Adam;"2iqZns5NziCXssoxUJVwhw";Buakaw;1
387;Prevost2;"1VkyIaEfLC04AQ4NnfsB5t";Tout reste à faire - 2023 Remaster;12
432;Élouan5;"46TdVjDXpTKcPqsHItxDKn";"187 mesures (feat. Ninho)";2
109;Hugo3;"5XoozyRchHuHdHfUVPr274";Sous la pluie;3
327;Mathéo5;"5klJoVyUPQyqgG8TpVekRo";Last Night On Earth;11
479;Kilian7;"5P2HpcCA0NIBpQEgVnh4o7";St. Louis Blues;17
347;Clémence;"3C5p3xBlC9hwCcmwV96OH8";When We Were Young (The Logical Song) - Extended;18
259;Antoine2;"52beiA2KXnwLs3WbSc2Axx";Moi-même;6
85;Pauline;"0C9qil6cXEEJ8AzrMUEHv6";Confessions Nocturnes;4
323;Noah5;"6LV6JRzuPnF0RKXAC255YD";ON A (feat. Luciano);2
324;Gaspard3;"2BfSDxf9UkBqXgUcsajjL6";Tekken;1
118;Renaud2;"74nJGkbaz5Ee18pMLblSPt";Aparentemente;6
488;Léane;"46dmfqeT2mzwKbSBD6V2o3";Cash;7
185;Fontaine2;"2SVxupqL6u3Rl0rEHJirSG";Messi;0
404;Martin6;"5yzH31eVQS7ctEcvYIwdTk";Décembre;5
281;Florentin2;"1v7L65Lzy0j0vdpRjJewt1";Lose Yourself;17
445;Gabriel4;"3IfQuAtI1ikyYYKJHD3XUz";Sadness Is a Blessing;19
309;Arthur2;"6tNYWGYmIMdDnQ9L47GXZ9";Don't Worry Kyoko - Live;3
227;Bonhomme;"7mEbGMir9U5IufuJwYnntv";Dr Komprann;13
138;Lorenzo;"1UEd6ygvgPTc9uyySLcSrP";Mexico;7
361;Alexandra2;"4G7vq5h22c6UuXhXeG6PJw";Eva - Acoustique;15
58;Yasmine;"1qMmXcsWRfnyVHCujcRH07";Vienna;12
237;Kyllian3;"6mVltF2RFB3n7t14Pk7pfC";Espace;0
453;Lana;"0X1MCwHRMHGxNu5JSi7BTk";God - Remastered 2010;13
77;Mathéo2;"7dB1PiZseXwBZSObScI2nH";Hard Way;12
220;Renaud4;"3ByGVW9RCliZIdH27f2ZUo";War Zone;12
476;Théo4;"332XqVlAbvJV5bQ4HCIMAy";Moments gâchés;6
347;Clémence;"7ryGmVwQUfZrQm7zFGTKFb";TIMEZONE;19
170;Roméo2;"5GQSzEllHhJkHUgf9ctW28";Wake Me Up Before You Go-Go;6
396;Zacharis3;"2qmCcm2ceHKQNyO3x4Jlof";Rien à fêter;17
303;Ambre;"7GFWDhZK15ylF7JyDRB9mj";Solitaire;11
390;Emma;"6jemILri7l5LuPhKs2nuXr";Boat;3
384;Lorenzo3;"5nODbxjT7KZt9cUX0xJwQs";Tout recommencer (feat. Tessa B);4
5;Adrian;"3FyxwVvc9JqmVl5IVDPaNU";Cheat On Me (feat. Dave);8
118;Renaud2;"1oz4XyBQi2m9Y61tyNNA2u";Sang40;16
324;Gaspard3;"3KVitIA70ezvjWlkHYmzZN";Pas là - Bonus track - édition Aube;3
84;Quentin;"4MXjNlvbzwCMWHrxlya9pW";Jingle Bells (with The Ken Lane Singers);1
385;Malo7;"6fDugycTn0ManjOWFaiwbg";King;5
397;Théo3;"6G7QhTqDsP5vIdLQTYXXOU";The Christmas Waltz - Remastered 1999;5
265;Quentin3;"4y5bvROuBDPr5fuwXbIBZR";Paper Rings;5
394;Florentin3;"2HafqoJbgXdtjwCOvNEF14";Si No Estás;11
220;Renaud4;"43hoQmacvWqdKnpog2qtcw";Promiscuity;5
106;Antoine;"0oSVZClSSfn4aacXvdmkuj";SAME ENERGY;2
6;Victor;"1YQNuvUhIjaYbNi7FV2SVN";Makila : Wablé;12
84;Quentin;"6uvh0In7u1Xn4HgxOfAn8O";Matilda;16
459;Quentin6;"7b3YQboXo3kau9YVUyx3r4";CP_001_ Intro Civilisation Perdue;13
79;Moreno2;"29UoN3uH07JtiTqqrqP9dy";Numéro ten;10
410;Alexandre9;"6ITYUKNLvfR9hNxU4hbzFz";Rendez-vous;15
454;Killian3;"2c9LH8hN5hFXb3CfKNMVsZ";Du propre;16
225;Guibert;"0R6Hx28x5lgpIUWD6ltX7e";CÔTÉ HUBLOT;9
327;Mathéo5;"4FvfyZCHeEhPbpS6Wf19Za";Jerome;17
36;Benjamin;"3LOWSpsDZq3eTHLJdxtBXi";Rêve d'avoir des rêves;6
31;Kylian;"45d0O3xhhDPV6fhT6aCu48";Dreamland;17
469;Dylan3;"6lnd6hn1OLathZcWvZfoXA";Ca Va Pas;6
92;Adrien;"3cYf24Pf7oqX9XOHHrWy38";Silence;0
2;Dorian;"4RTDO4MAa7wFF4FRJyELh2";You Da One;20
441;Dorian6;"35eRfaVytfTFAr8QKX5urU";A Blossom Fell;16
452;Adrien8;"7MPlnOcUE5OeVZdIcugUZt";Seinen;16
308;Hugo6;"2CLmNgwegCDurEkKfELZhI";Santa Maria;8
374;Berthier2;"7AObnx2EzL6FeYjmdjPCoA";Ella Ella;20
428;Timothée5;"4TF4daRIIWgq4ZTVSV7dcI";Confessions;5
201;Laura;"4TP2Sr5pN3N22t0DRoC3XQ";Martin Eden;0
191;Timothée3;"4HvjAQ0ODJVwutBx08bGhG";RER D;20
346;Samuel2;"02kTjPK0S4Vy20kGsAtBXZ";Ténébreux;0
322;Anthony3;"1gVnckXtTdCoLwtiPPqlQS";A l'ammoniaque;9
68;Samuel;"0tWUh26Bl9JDb1PptspitB";Eva - Acoustique;15
207;Guy3;"5SiZJoLXp3WOl3J4C8IK0d";Darkness;18
311;Lisa;"27mgDrExPa3obPAYXd3yQg";Square Dance;17
296;Esteban4;"0C9qil6cXEEJ8AzrMUEHv6";Confessions Nocturnes;3
275;Élouan3;"7frbyEF6vnEiN1i8eZtsSl";À la vue;5
176;Amaury;"0D9rH9AWYV1zdi7P41B1hC";Hubert et Saïd;11
77;Mathéo2;"72OsbeXlzU0p1KysNHRdsA";Hasta el Cielo (feat. Eazy Dew & Soleil Noir);4
385;Malo7;"2p3AXV7eudyON7csxXkV0Z";Petite Banlieusarde;6
388;Rémi3;"0Uqveszt9FgnjgE3sGsCdS";Europa;1
446;Amandine;"1O1EqgvgRyj1ejZPUxI0UX";Vérité;6
408;Timothée4;"58WyFeQtuauFXro7P0haUK";Sur un banc du quartier...;1
304;Adam;"5gCNf9wMVrYuM2fvfgLTlF";LA COMBI VERSACE;2
168;Kylian4;"5JvxYooTtJw3UU5Hxa2am3";Benef;12
456;Davy7;"5tmrMIajDQRBcJQPaoAGdk";BULERÍAS;1
149;Martin3;"1rHGit66Qhs5JL3FjaNYsW";They Want It, But No;5
74;Félix3;"3RauEVgRgj1IuWdJ9fDs70";The Man;6
415;Félix5;"1ZJk0wX85hh1VGceOE6rH9";Caire;8
391;Kilian5;"3Q0dFiAjAv98YTdYKgRZYW";Un monde imparfait;6
447;Guillemette;"7vN6yDVTOphQUXJ1leQgPB";Winter's Come and Gone - from The Hunger Games: The Ballad of Songbirds & Snakes;19
172;Adrien2;"1p7aNHJ6hcoh0aYkUWfy1b";"50-50";10
274;Cousin;"7EKVf4oCV47RQVPtW2j6Tl";L'envol;16
382;Amine3;"5eTaQYBE1yrActixMAeLcZ";Miracle (with Ellie Goulding);9
180;Amaury2;"0twLnBSGGapS1RdJaqia7j";Bénéfice net;19
296;Esteban4;"2UU9fkatQ7d1ksy70n36LK";À l'inverse;20
110;Marwane;"4QYEtbfsqusrXN5A49LG53";Six Feet Under;19
434;Ferrer;"4LJBUosuqZMUAacCY1gq6g";Southern Belle;10
311;Lisa;"44G9fSM6qI8zRoG6Qwn3eq";Pointless;7
483;Poulain3;"4ZFvrW2BSxfJfJ69WPL5ws";Celtics;20
412;Favre;"54UJEUIggHJVojkbMOtkZT";Mauvais;15
82;Lucie;"298My2E9vU1ihwi7deeeZM";ERASE U;20
113;Alexandra;"5b8HQKrrfFII9kwOgDBmiK";Coucher de soleil;17
396;Zacharis3;"3jKVI7aQfr11uhEOcOIwcZ";Santa Baby (feat. Helene Fischer);5
428;Timothée5;"6BdYOvKVbLsNFg674QJbRF";We As Americans;15
200;Dos santos;"5f5fBrOBCOpLoFaWao5RXu";PETETE;10
363;Adrien5;"0p5UWw5wVyzPOgCIx5T0tn";It's Ok;11
408;Timothée4;"5LVhF3iEsmpGm4cnE4ZKht";System;4
459;Quentin6;"69v03wYE57So67mX4gYjpb";Combien de fois;11
122;Salomé;"4LuRObsPEDCYkfxm9VdzNQ";From the Inside - Live In Nottingham 2003;17
51;Léon;"70hdok8bMMSABMb2PSiGUX";Lundi;7
101;Alexis3;"147OOfBK2QehMQrmNt9Arz";Ghetto - speed;2
390;Emma;"5wTaEgpMquDO9PUXa2LeZI";La vie c'est marrant;2
30;Kevin;"7faDzZnZYqTyYThx2sbHVQ";Mistletoe And Holly - Remastered 1999;18
122;Salomé;"3PzVD2hPYXGhHz3cVhwZAf";Le sang de la veine;15
312;Kilian4;"5CpsIb7SMFHjmAG8RvIWfq";Leaving Heaven (feat. Skylar Grey);12
484;Gabriel5;"0f59xbPf93cHxveCvxGUkF";Be My Baby;5
66;Hugo2;"2J3CYFUn6eAuHz5S9IKape";The Kiss - Skit;9
203;Lily;"3fWhjGSW3jCVL6uLfl6Qlm";Encore une fois (Maman);17
491;Justine2;"0nMl1BkJR6d9SwhrKEzq5C";Tu Me Donne Des Idées;17
202;Renaud3;"6bdbHqlV361bZlSIyy7xbA";Programmé;19
55;Félix2;"2UU9fkatQ7d1ksy70n36LK";À l'inverse;6
315;Zacharis2;"1WSwO430vHpJyjvdEXgofU";Denia;18
77;Mathéo2;"1agkIHecFermCzDuxMrzDC";dans nos murs (feat. Angélique Kidjo);5
300;Louis2;"0LtkAAEpEp1lkLX1ZvjHZb";Follow You;2
86;Timéo;"2XDA9Zt9QI6vV3E1d7v1XS";J'ai mal;19
378;Dorian5;"1o3nr1jAxdDigVleBhTVFG";Criminel;10
286;Bastien3;"5QUa0jczLyf37zfJIJp85G";Manifeste;13
69;Adrian2;"2ZqQH21RHbhiZCF2jhQQGI";Jump;2
347;Clémence;"1fahYeiVppP5l7u4qAofUx";Rescue Me;16
355;Davy6;"63ALxy05IGeKrfOjvGG7lO";Ο. OG;6
80;Anna;"0fbwas7MFJf2JXLJsk1G3p";À L'AUBE;10
34;Martin;"5I2FIj9EDp0Fz32CJ9lZNF";Tu la love;18
380;Romain4;"1BhUyJoaS9iVvssrLx9oTD";YOUVOI;19
287;Kylian6;"3nR6ytbSKOF4NxsgqrYG9u";SUBLIME;1
444;Lorenzo4;"6bfiUF4IITa600jdiLDaYJ";Génération Miracle (feat. Favé);19
483;Poulain3;"5NoPoF5XdJhmGqlOemFfYt";Sirens;3
64;Hugo;"32cDvfCsazF1frFWcaMjc1";WRONG (feat. Lil Mosey);13
26;Erwan;"2WWOPf09hVAMk4Y5G3Qp4R";The Queen;10
466;Adrian3;"5tBU42neZFyLLsTZDHHoKP";Bring On The Lucie (Freda Peeple) - Remastered 2010;11
134;Félix4;"6EHmGWJtxw6Tf5kuhS6t7L";Parfum;12
357;Malo5;"4EtZ64w433WTE6iIZpoBg8";Trop énorme;6
28;Bruno;"2QRvliBEcGIEgTrjVfxmXo";True Colors;19
49;Jade;"7B3DkxsONPEO2Tmf53sfjL";Changement d'ambiance;9
94;Victor2;"1rpfEeYbtYDcnLWSBZBmNH";Wildcard;0
39;Pascal;"7dQfQcp2wPAGgMv7elXF6V";Camouflage;4
186;Julia;"46NCn1HZ054Wy0o6H86teM";Finale - Nouvelle École;19
464;Maelys;"7tpuMQzmo5JzfF5c6Yg7PR";Sad Wedding;18
88;Normand;"7jbu9k6w67hWlhSinmGT3c";COEUR DE ICE (feat. Damso);11
447;Guillemette;"2tfvvQYtX3oSu02PJYmRSp";Reelin' And Rockin' - Take 1;10
186;Julia;"3USxtqRwSYz57Ewm6wWRMp";Heat Waves;6
